01/31/1995,-0.00749
02/28/1995,0.023012363
03/31/1995,0.046791747
04/28/1995,0.032346687
05/31/1995,0.020824979
06/30/1995,0.009793856
07/31/1995,0.052481743
08/31/1995,-0.038331009
09/29/1995,0.030573293
10/31/1995,-0.00437366
11/30/1995,0.007457668
12/29/1995,0.032035086
01/31/1996,0.006869729
02/29/1996,0.018557523
03/29/1996,0.012303295
04/30/1996,0.007571456
05/31/1996,0.008062496
06/28/1996,0.011352518
07/31/1996,-0.012177144
08/30/1996,0.030025338
09/30/1996,0.021377744
10/31/1996,0.023553053
11/29/1996,0.050995366
12/31/1996,0.019676252
01/31/1997,0.003003933
02/28/1997,0.013497361
03/31/1997,0.032598325
04/30/1997,-0.004690468
05/30/1997,0.0429998
06/30/1997,0.050306885
07/31/1997,0.047114626
08/29/1997,-0.056898141
09/30/1997,0.097242086
10/31/1997,-0.04892302
11/28/1997,0.015623751
12/31/1997,0.03680547
01/30/1998,0.041870933
02/27/1998,0.078434945
03/31/1998,0.071465804
04/30/1998,0.0196354
05/29/1998,0.020503101
06/30/1998,0.011186292
07/31/1998,0.019984502
08/31/1998,-0.12554932
09/30/1998,-0.039709701
10/30/1998,0.080339291
11/30/1998,0.053466089
12/31/1998,0.043971488
01/29/1999,-0.00620517
02/26/1999,-0.025140753
03/31/1999,0.011168478
04/30/1999,0.030043416
05/31/1999,-0.047790577
06/30/1999,0.017128146
07/30/1999,0.009543365
08/31/1999,0.010412536
09/30/1999,-0.007456734
10/29/1999,0.03704932
11/30/1999,0.027202211
12/31/1999,0.10271843
01/31/2000,-0.071028105
02/29/2000,0.052368689
03/31/2000,0.024368572
04/28/2000,-0.043938211
05/31/2000,-0.007950039
06/30/2000,0.021709142
07/31/2000,-0.015754081
08/31/2000,-0.011546171
09/29/2000,-0.046597661
10/31/2000,-0.007358411
11/30/2000,-0.038486622
12/29/2000,0.069189094
01/31/2001,0.000516181
02/28/2001,-0.087733048
03/30/2001,-0.074274416
04/30/2001,0.071960865
05/31/2001,-0.047636242
06/29/2001,-0.037338352
07/31/2001,0.002600324
08/31/2001,-0.025784345
09/28/2001,-0.099779929
10/31/2001,0.031715451
11/30/2001,0.040160895
12/31/2001,0.025621169
01/31/2002,-0.052153917
02/28/2002,-0.000165531
03/29/2002,0.054510179
04/30/2002,-0.006800084
05/31/2002,-0.001847507
06/28/2002,-0.034306472
